Q,K1,K2,K3,K4,A
次の格闘ゲームのうち、最も新しく発売された作品はどれ ?,ストリートファイター|,ストリートファイターV,ストリートファイター,ストリートファイターIV,ストリートファイターV
国際的アクションスター・千葉真一の息子である俳優は誰 ?,,新田真剣佑,見栄晴,永山瑛太,新田真剣佑
コアラやカンガルーなど、子供を育てるための袋を持つ動物のことを何という?,子袋類,袋育類,布袋類,有袋類,有袋類
日本国憲法第60条で、「さきに衆議院に提出しなければならない」と明記されているものは何 ?,巨報,条例,解散,予算,予算
選手考0間にヨHiKGHIMにPIPE作物を栽培することを何という ?,ー毛作,四毛作,三毛作,二毛作,三毛作
次のうち、鳥取県の県の花にもなっている弄の品種はどれ ?,十九世紀,ニ十一世紀,十八世紀,二十世紀,二十世紀
音符が記入された箇所でその音の高さを表す、在行線が引かれた楽譜は何?,七線譜,五線譜,三線庶,一線譜,五線譜
ロシアの強豪サッカークラブ。正しい表記はどれ ?,CSKAモスクワ,KSCAモスクワ,SCAKモスクワ,ACKSモスクワ,CSKAモスクワ
ドラえもんの体を描く『ドラえもんえかきうた』で、「目」の次に描かれる部分はどこ ?,,"自
= =!",中,征,"自
= =!"
「百万本のバラ』 !知床旅情』などのヒット曲がある歌手は誰?,加藤登紀子,中島みゆき,四川りみ,森山良子,加藤登紀子
アニメ『甘城ブリリアントパーク』の「甘城ブリリアントパーク」とは回【のとTH前4,水族館,動物園,植物園,遊園地,遊園地
お笑いコンビ・サンドウィッチマンの二人は同じ高校の何部の出身 ?,サッカー部,ラグビー部,柔道部,アメフト部,ラグビー部
すそが広がったズボンのことを「〇(つうボトム」という。〇〇〇は何 ?,ドル,ビル,ベル,ガル,ベル
アニメ 『美少女戦士セーラームーン』で、セーラーマーズに変身する(の】ちた: 導4,月野うさぎ,水野亜美,火野レイ,木野まこと,火野レイ
回路記号で、電池を表す2本の線の長いほうは何を表している ?,プラス極,四,マイナス極,東,プラス極
和光市駅から渋谷駅を結ぶ東京メトロの路線はOO〇OO〇つ線。 〇OO〇〇に入る言葉は何 ?,新都心,巨大都心,副都心,臨海都心,副都心
ツイッター用語「エアリプ」の「リプ」は何の略 ?     -,リプレイ,リップクリーム,リプトン,リプライ,リプライ
次のうち、日本人選手がオリンピックでメダルを取った男子の陸上種目はどれ?,100m,400m,4x100mリレー,200m,4x100mリレー
次のうち、他のものとは意味の異なと 2ルのcdとすず2ル6,豆腐にかすがい,のれんに腕押し,ぬかに釘,臭いものにふた,臭いものにふた
SF映画の「SF」。蜂さずいうと、「何・フィクション」 ?,サイエンス,スポーツ,スペース,サウンド,サイエンス
"江戸幕府が農民統制のために出した、生活を細かく規制したものを「""何""の御触書
触書」という2?",安政,慶長,元禄,慶安,慶安
ラーゲルレーブの児童文学『ニルスのふしぎな旅』で、主人公のニルスが旅する国はどこ ?,メキンコ,モンゴル,スウェーデン,エジプト,スウェーデン
都市部の気温が周辺に比べて高温になる現象を何という ?2,ドーナツ化現象,スプロール現象,ヒートアイランド現象,ストロー現象,ヒートアイランド現象
アニメ 「魔法少婦まどか区マギカ」のヒロイン・鹿目まどかは、次のうちどれ?,大学生,小学生,高校生,中学生,中学生
「ドライビングコンテスト」といえば、どんなスポーツの競技形式 ?,ロードレース,ゴルフ,フィギュアスケート,野球,ゴルフ
次のうち、5月にある補日ではないのはどれ?2   「,文化の日,みどりの日,副法記念日,こともの日,文化の日
水球の試合は、1チーム何人で行われる 2?2       ー,9人,5人,11人,7人,7人
大相撲の第69代横綱、白肘の下の名前は何 2           「          「,,力三郎,欧,明徳,欧
映画『きいろいゾウ』や『紳様のカルテ』でヒロインを演じた女優は誰 ?,宮崎あおい,広瀬すず,和々緒,有村和架純,宮崎あおい
『肉暴伝説』というスピンオフ作品もある、真鋼員在の漫画は何 ?,美味しんぼ,間金ウシンジマくん,とめはねっ !,20世紀少年,間金ウシンジマくん
生乳に砂糖を加えて濃縮させた練乳を何という ?2             「,エバミルク,スキムミルク,コンデンスミルク,ホワイトミルク,コンデンスミルク
「未確認動物」を意味する「UMAJ」の「A」は何の頭文字 ?             -,アグノム,アニマル,エリア,アーキテクチャ,アニマル
次の人間の内臓の機能のうち、「胃」が担っているものはどれ2?,全身への血液の送出,アルコールの分解,血液中の老廃物のろ過,食べ物をたくわえる,食べ物をたくわえる
同志千女子大の創設などの業績でも知られる、新島衰の妻は誰 ?,新島八重,新島九重,新島七車,新島三重,新島八重
映画『パトリオット・ゲーム』や『今そこにある危機』に主演した俳優は誰 ?,ハリソン・フォード,ジャツキー・チェエン,エディ・マーフィ,イ・ビョンホン,ハリソン・フォード
「血糖値」とは、血液中の何の濃度?,バリウム,ナトリウム,カルシウム,グルコース,グルコース
次のうち、音の大きさを決める要因として最も適切なのはどれ?,気温の高さ,空気の揺れる大きさ,空気の揺れる速さ,空気中の不純物の量,空気の揺れる大きさ
「最強伝説 軒沢』 !賭博庄示録カイジ』などの作品がある漫画家は誰 2,水島新司,忠本伸行,浜岡賢次,安部真弘,忠本伸行
相撲で使われる言葉の「そっぷ型」「あんこ型」とは何を表すもの?,好さなちゃんこの具,土依入りの形,得意とする差し手,力士の体型,力士の体型
株の配当による利和倫を「インカムゲイン」というのに対し、株の売買による利和倫を何という2?,トータルゲイン,オリエンタルゲイン,キャピタルゲイン,メンタルゲイン,オリエンタルゲイン
『ドラえもん』に登場する「ザ・ドラえもんズ」のメンバーで、コサックダンスが得意なのは誰 ?,ドラ・ザ・キッド,ドラニコフ,ドラリーニョ,土ドフラ,ドラニコフ
「無六園」があるのは石川県、「倍楽園」、があるのは茨城県ですが、「後楽園」があるのは何県 ?,長野県,高知県,忠岡県,岡山県,岡山県
TBSのバラエティ番組『私の何がイケないの ?』で司会を務めていたのは、有田哲邊と誰 ?,江角マキコ,沢尻エリカ,土屋アンナ,木村カエラ,江角マキコ
次のうち、原料が「茶の木」以外であるお茶はどれ ?2   ーー,,麦茶,紅茶,己龍余,麦茶
生物の分類階級で、「界」と「網」の間は何 ?     ー   -,"レス
交",壁,峰,軍,軍
アニメ 『SLAM DUNK』のエンディング曲『マイフレンド』を歌ったグループは何 ?,ZARD,WANDZ,ZYYG,FIELD OF VIEW,ZARD
次のうち、ツェツェバエが媒介する「アフリカトリパノソーマ症」の通称はどれ ?,釣り病,眠り病,笑い病,泣き病,眠り病
「デンマークの」という意味がある、パイのような食感が特徴の菓子パンは何 2,テニッンシュ,プレッツェル,クロワッサン,パニーニ,テニッンシュ
次のうち、DNAを構成する4つの塩基に含まれる物質はどれ ?,チミン,スイミン,ベンジャミン,テルミン,チミン
小笠原満男はどんな競技の選手だった2 。,柔道,フェンシング,サッカー,バパバレーボール,サッカー
漫画『妨者ハットリくん』に登場するネコ、影千代の相棒は誰 ?,ケムマキ,ケン一,ジッポウ,ハットリくん,ケムマキ
映画『イキガミ』」や ULIAR GAME』で主演を務めた俳優は誰 ?   -,松田翔太,松山ケンイチ,桐山江,城田優,松田翔太
ホンダのCMソングとしても使われた、THE HIGH-LOWSの曲はKO)よりの使者』。 〇〇〇は ?,日昨日,土曜日,木曜日,火曜日,日昨日
建築家の隈研吾。 「隈」は何と読む2  「,くま,これ,すみ,わい,くま
在原業在と菅原道真が怪奇事件を解き明かすという内容の、広原薬の漫あき回瞳,最後のレストラン,応天の門,エリア51,王者の遊戯,応天の門
ボクシングで、左ボディブローで狙うのはどの部位 ?,肝騰,肺,腎臓,"力
月",肝騰
マニキュアを落とす除光液のことを、「何リムーバー」という 2?,ジルコン,エナメル,ビニール,テフロン,エナメル
ボードゲームの人生ゲームで、ルーレットにある最大の数字は何 ?,12,10,い),6,10
正義の女利アストライアが正義を測るために使用していたものに由来する黄道12星座は何?,みずがめ座,こと座,てんびん座,とけい座,てんびん座
「安土桃山時代」 ともいう、江戸時代の前の時代を、2人の武将の名前から何という2?,足利時代,北条時代,徳川時代,織豊時代,織豊時代
『おばけのホーリー』で、ピートンに何の野茶のオバケ2?,アスパラガス,ピーマン,ニンジン,カボチャ,ピーマン
次のゆうち、サッカーで、特に前方へのパスを指す言葉はどれ2,フィード,リード,ツイード,シード,フィード
室町時代から江戸初期に作られた、「一寸法師」や「浦島太郎」など絵入りの多い短編小説を何という?,浮世草子,無名草子,御伽草子,枕晶子,御伽草子
女優の東ちづる、綾瀬はるか、真矢ミキに共通する出身都道府県はどこと,沖縄県,広島県,青森県,北海首,広島県
