Q,K1,K2,K3,K4,A
最高気温33度の日は、次のうちどれにあたる ?,隔暑日,残暑日,条暑日,真夏日,隔暑日
次のジョニー・テップ主演の映画のうち、監督がティム・バートンではない作品はどれ ?,ネバーランド,スウィーニー・トッド,エド・ワウッド,シザーハンズ,ネバーランド
伝統的で正統小のきっちりした着こなしのことを何という?,ニュートラ,トラッド,ギャル,カジュアル,トラッド
次のバックストリート・ボーイズのメンバーの組み合わせのうち、いとこ同士なのはどれ?,ニックとケヴィン,ハウイー・DとA.J.,A.J.とニック,ケヴィンとブライアン,ケヴィンとブライアン
次のうち、生物学の分類上シンロアリと最も近縁である昆虫はどれ?,ゴキブリ,"ーー
ノミ
jeコ",ハエ,アリ,ゴキブリ
「長命寺」や「道明寺」などの種類がある和菓子は何2,柏似,桜餅,どらやき,金つば,桜餅
第1回アカデミー賞で最優秀作品近を受賞したアメリカの映画は何 ?,みらい,なかま,つばさ,ひかり,つばさ
「雷電」や「双葉山」など、大相撲で二度と使わないと決められた四股名を何という ?,贈り名,忌み名,止め名,ニニっつ名,止め名
小倉弘子といえば、どこのテレビ局のアナウンサー 2?2,NHK,日本テレビ,フジテレビ,TBS,TBS
医療行為によって発生した病気や傷害のことを何という?,医療病,医原病,院内感染,被害病,医原病
アイスホッケーで、スティックのブレードの先で相手を突く反則を何という?,クリッピング,フッキング,スラッシング,スピアリング,スピアリング
ウンシリムセルョリレ どきrkと2に入した鼓田ミナレを主人公とする温画「波よ聞いてくれ』の作者は誰?,小西明日翔,沙村広明,植芝理一,椎名うみ,沙村広明
バイアスロンで、女子スプリントは何km滑る ?,3km,5km,7.5km,10km,7.5km
フランス、イタリア、ドイツの国旗に、共通して使われている色は何 ?2,赤,緑,"に ゴ
月",日,赤
漫画 !あずみ』の冒頭のペアを組んだ仲間同士で殺しあう最初の試練で、あずみが殺害したのは誰 ?,なち,ひえい,ゆら,こもろ,なち
次のうち、卑弥呼の後継者として邪馬台国を治めたと伝えられる人物は上:壮4,小野妹子,壱与,額田王,小野小町,壱与
四国中央市が位置する都道府県はどこ 2?,香川県,"喜る
愛既県",高知県,値島県,"喜る
愛既県"
『ノイタミナ』枠で放送された次のアニメのうち、 坂口安吾の小説を題材とした作品はどれ ?,UN-GO,つり球,坂道のアボロン,放浪子,UN-GO
古くからあるゴルフの格言。「ドライバー・イズ・ショー、パット・イズ・何」 ?,マジック,ファクト,マネー,フェイク,マネー
渡辺魔友、岩佐美喘、仲川遥香らからなる、AKB48の派生ユニットは回角,渡り廊下走り際7,ノースリーブス,フレンチ・キス,Not yet,渡り廊下走り際7
大相撲の決まり手はいくつある 2,52手,112手,82手,142手,82手
チャンキギ国際空港がある東南アジアの国はどこ?,タイ,ネパール,シンガポボール,インドネシア,シンガポボール
東京ドーム公式戦第1号ホームランを打った選手は?,ポンセ,クロマティ,デシンセイ,パチョレック,デシンセイ
アニメ !フランダースの犬』で、主人公のネロが最期に見た絵の作者は上:壮4,ゴッホ,ルーベンス,ピカソ,レンブラント,ルーベンス
酒蔵の入り口の軒先に飾られる杉の葉で作られた球状の飾り物を、何という?,酒葉,酒林,酒玉,酒丸,酒林
前方の手でバックサイドを掴む、スノーボードの「グラブ」を何という <?,メランコリー,ステイィイフィイー,ミュート,インディーー,メランコリー
次のうち、NHLのチームにあるのはとれ?,ホエールズ,ペンギンズ,オクトパス,ドルフィンズ,ペンギンズ
東ティモールの首都は?,ジャカルタ,ダッカ,バリ,ディリ,ジャカルタ
雑誌『ちゃお』に連載された漫画『フリプリちいちゃん! の作者は誰 ?,まいた葉穂,條塚ひろむ,おのえりこ,中原杏,條塚ひろむ
次のうち、従来人間の死亡を別定するのに用いられた「死の三兆候」 とよばれる現象でないのはどれ ?,脳波の停止,瞳孔の散大,心拍の停止,呼吸の停止,脳波の停止
バチカン市国の衛兵を派遣している形はどこ?,スイス,イタリア,フラフランス,イギリス,スイス
次のうち、日中戦争の影響で冬季オリンピックが中止になった年はどれ?,1960年,1900年,1920年,1940年,1940年
次のうち東急東横線の通勤特急が停車する駅は?      _,日吉,新丸子,元住吉,綱島,日吉
キャビアやスモークサーモンなどが出される、ロシア料理の前楽を何という ?,ザクースカ,ストリチナヤ,ビピローク,オームリ,ザクースカ
「負けに不思議の負けなし」というオを書いたのは、次の誰?,島田紳助,物生番治,野村克也,岡田武史,島田紳助
次のうち、クレーコートで行われる大会なのはどれ2?    _,年仏オープン,全米オープン,ウィンブルドン,全豪オープン,年仏オープン
ファッションテデザイナー「コシノ三姉妹」の母親の名前は何 ?,ミナコ,アヤコ,ヒロコ,ジュンコ,アヤコ
ドラクロワの絵画『民衆を導く自由の女紳』で、主題しとなっている革命は何 ?,五月革命,二月時命,十月時命,七月革命,七月革命
唐招提寺を本山とする、8世紀に鑑真が日本に伝えた仏教の宗派は何 ?,"倶舎款
Z",,法相宗,華厳示,
日本相撲協会の公式キャラクター「ハッキヨイ ! せきトリくん」で、Cてよの山のライバルといえば誰 ?,鳥ケヶ欠,赤鷲,めがね川,あんこ山,赤鷲
小学館の漫画雑誌『コロコロアニキ』」は年に何回発行されている 2?   -,3回,1回,2回,4回,3回
日本で親しまれている「アゲハチョウ」こと「ナミアゲハ」の幼虫が食べるのは、何科の植物の葉 ?,ユリ科,キク科,イネ科,ミカン科,ミカン科
氏家ト全の漫画 『生徒会役員共』で、主人公の津田タカトシは、生徒会で~いている役職は何 ?,副会長,会長,会計,書記,副会長
火星の生命調査を主目的としたNASAによる火星探査計画は、次のうちどれ?,マリナー計画,バイキング計画,ガリレオ計画,パイオニア計画,バイキング計画
次のうち、漫画『どらえもん』を正しく表記した時、ひらがなではなくカタカナになる文字はどれ?,え,ら,や,ん,ら
TP-0-P-TR-A-LN」』」などの楽曲で知られる、西寺郷太がボーカルを務めるバンドは何 ?,NONA REEVES,フリッパーズ・ギター,キリンジ,RHYMESTER,NONA REEVES
ダウンタウン松本人志の誕生日は?,9月8日,3月2日,2月1日,8月7日,9月8日
「竹岡ラーメン」は次のうちどこのご当地ラーメン?,宮城県,熊本県,兵庫県,千葉県,千葉県
次のうち、モーニング女。のリーダーを務めたことがない元メンバーは上:壮4,道車さゆみ,吉澤ひとみ,中澤裕子,安倍なつみ,安倍なつみ
ロックバンド「レミオロメン」の楽曲「日めくりカレンダー」の歌詞に登場する食べ物は何?,レモン,オレンジ,イチゴ,スイカ,レモン
スコットランドの箇都はどこ?,グラスゴー,アバディーン,インヴァネス,エディンバラ,エディンバラ
_ 「長崎はの〇〇な街だ」というように、異国情緒があるさまを「〇C〇つ」という。〇〇〇は ?,ドラマチック,プラスチック,ロマンチック,エキゾチック,ドラマチック
JITTERIN'JINNの曲「プレゼント」の歌詞で、「あなたが私にくれたもの」は全部で何個?,241,21個,30個,27個,241
Jリーグのクラブで、「富山」といえば、頭につく愛称は何?,カターレ,ヴェルディ,カマタマーレ,ヴィッセル,カターレ
次の素粒子のうち、レプトンに属する素粒子はどれ?,電子,陽子(ようし),中間子,中性子,電子
次のうち、バレーボールの攻撃方法にあるのはどれ ?2,カマキリ攻撃,トンボ攻撃,バッタ攻撃,セミ攻撃,セミ攻撃
「夏の紅白」とも呼ばれる、毎年8月に放送されているNHKの公開音楽番組はどれ ?,流行のメロディー,懐かしのメロディー,日本のメロディー,思い出のメロディー,思い出のメロディー
次のアニメのうち全3話しか放送されていないのは2?,美肌一族,宙者玉丸,BUS GAMER,天体戦士サンレッド,BUS GAMER
音楽デュオ・コブクロが、ファンフェスタを開催する場所は?,和歌山県,三重県,兵庫県,品崎県,和歌山県
サッカーのゴールの横幅は次のうちとどれくらい ?,約3.3m,約7.3m,約13.3m,約10.3m,約7.3m
元プロ野球選手の小笠原道大が所属したことがない球団はどれ ?,中日,巨人,日本ハム,阪旨,阪旨
外惑星や月が地球をはさんで太陽と反対の方向、つまり太陽から180度離れた位置にくるときを何という?,逆行,外合,"記刀
田",衝,衝
肉を柔らかくするという、パイナッフっルに含まれる酵素は何 ?,キナーゼ,レニン,ヌクレアーゼ,プロメリン,プロメリン
次のうち、重さがちょうどと一多(3.75q) の硬貨はどれ?,5円硬貨,1円硬貨,500円硬貨,10円硬貨,5円硬貨
旧暦で「加月」とは何月のこと?,4月,2月,1月,3月,4月
東京タワーの所在する区は?,中央区,川区,港区,千代田区,港区
原悠衣の漫画『さきんいろモザイク』で、主人公・大宮妨がホームステイしていた国はどこ ?,イギリス,アメリカ,カナダ,オーストラリア,イギリス
その大きさは尻尾を合わせても5cm可度にしかならないという、日本最YE2計たる円2,フクオカケンガリネズミ,アイチケンガリネズミ,オオサカフガリネズミ,トウキョウトガリネズミ,トウキョウトガリネズミ
