Q,K1,K2,K3,K4,A
次の太陽系の天体のうち、表面温度が最も高いのはどれ?,恒星,惑星,衛星,小惑星,恒星
エジプト紳話の最高年である、太陽のJE北53たき円時2       「,ン 一,フ 一,プアァアー,"ーー
0 ]
ee",フ 一
矢部浩之がMCを務めるテレビ朝日の番組 !やべっちFC.』は、どんなスポーツをテーマにした番組 ?,テニス,ゴルフ,野球,サッカー,サッカー
フカヒレの水揚げで有名な「気仙沼市」がある都道府県はどこ ?,宮城県,静岡県,忠岡県,三重県,宮城県
次のうち、ひと月に31日ある「大のに昌間kあ2とすニドとす2ル 67,2月,8月,4月,6月,8月
次のうち、主な舞台が東京ではないアニメはどれ2?    「,こち亀,クレヨンしんちゃん,ドラえもん,サザエさん,クレヨンしんちゃん
次のうち、材木を切るために用いる大工道具はどれ ?,アシキリ,カマキリ,ノコギリ,ギリギリ,ノコギリ
次のうち、戦国時代の「川中島の戦い」で戦った武将の組み合わせはどれ?,明智光秀と豊臣秀吉,豊臣秀頼と徳川家康,織田信長と今川義元,武田信玄と上杉謙信,武田信玄と上杉謙信
レスリング選手の浜口京子の父である、元プロレスラーは誰 ?,ビースト浜口,ヤジュウ浜口,ライオン浜口,アニマル浜口,アニマル浜口
「チャオ」「ボンジョルノ」「グラーツィエ」といえば何語の言葉 ?,イタリア語,中国語,ポルトガル語,韓国語,イタリア語
劇の中でも、「喜劇」のことを、英語で何という2,アウディ,シンディ,コメディ,メンディ,コメディ
舞台で、役者が客席の間を通って舞台へ向かう通路のことを何という 2?,晶道,花道,山道,逃げ道,花道
メジャーリーグで、ボストンに本拠地を置くチームはどこ?,カブス,オリオールズ,レッドソックス,フィリーズ,レッドソックス
石井正則と石塚義之がかつて組んでいたお笑いコンビは何 ?,アリtoキリギリス,ウサギtoカメ,キタカゼtoタイヨウ,ハトtoカラス,アリtoキリギリス
直角三角形の合同条件「斜辺と他の〇つつ〇がそれぞれ等しい」。〇〇に入とを:ちゃ 閉4,一片,一変,ー遍,ー辺,ー辺
「Story」や「Believe』などのヒット曲で知られる、ロサンゼルス出身の歌手は誰 ?,CA,AE,EI,Al,Al
映画『ドラゴンボールZ 復活の「F」』の主題歌を歌ったアイドルグループは何 ?,"""し-Ute",でんば組.inc,AKB48,ももいろクローバーZ,ももいろクローバーZ
他人に頑張ってもらうように激励することを 「〇〇〇をかける」。〇〇2,ハッパ,エダ,ネッコ,"ミキ
eeee
Pe",ハッパ
追いつ追われつの接戦を、公園遊具に例えて何ゲームという 2?2,ブランコ,ジャングルジム,シーソー,雲欄,シーソー
缶コーヒー「BOSS」のCMで宇宙人るを演じている俳優、トミー・リー・〇〇つつ。〇の〇〇に入る名前は何 ?,フォックス,フォード,ジョーンズ,ジャクソン,ジョーンズ
次のうち、部屋が乾燥している時に使う家電製品はどれ ?,電子レンジ,冷蔵庫,掃除機,加混器,加混器
アニメ化もされたゲーム 『薄桜鬼』で、填方歳三、沖田総司らが所属している組織は何 ?,彰義際,奇兵際,新選組,日虎際,新選組
"1995年に登場したアーケードゲーム「ア
ルズペン
ン レー
サー』 といえは
、どとんなスポボーツのゲーム ?",サッカー,スキー,ゴルフ,テニス,スキー
ゴルフコースで、地面が高くなったり低くなったりする起伏のことを何という2,トップボトム,アップダウン,ライトレフト,ハイロー,アップダウン
地層の中で普通、一番古い時代の地層はどこ2?        「,下にある地層,東にある地層,上にある地層,西にある地層,下にある地層
2012年にアニメ化された、人類が念動力を獲得した1000年後の日本を舞司とする貴志自介の小説は何 ?,幻想交響曲,ズロニツェの鐘,歓喜の歌,新世界より,新世界より
WBAやWBCなどの男子プロボクシン/:の17階級で、最も重い階級は何 ?,ヘビー級,クルーザー級,ミドル級,ウェルター級,ヘビー級
「カンデラ」や「ルクス」といった単位で表されるのはどういうもの ?,優しさ,美しさ,賢さ,明るさ,明るさ
有名人にサインを書いてもらうときによく用いる紙は何 ?,しんし,しきし,しるし,しばし,しきし
SEGAのキャラクター「ソニック・ザ・ヘッジホッグ」といえば、どんな動物 ?,ハリモグラ,キツネ,ハリネズミ,コウモリ,ハリネズミ
ハンバーガーなど、素早く手軽に食べられる料理は「〇〇〇フード」。のの]たき口。,フィクト,フェルト,ファスト,フェスタ,ファスト
次のうち、あだち充の野球漫画のタイトルにあるのはどれ?,セブン,テン,エイト,ナイン,ナイン
万里の長城はどじこの国の世界遺産?,中国,ペルー,メキシコ,タイ,中国
サッカーで、敵のいないところにボールを蹴り出すことを何という?,パーフェクト,アカンプリッシュ,コンプリート,クリア,クリア
映画『インディ・ジョーンズ』シリーズの主人公の職業は何?,考古学者,化学者,数学者,物理学者,考古学者
フランス料理で食べられる、食用のカタツムリをつかった料理を何という?,エスケープ,エスコート,エメラルド,エスカルゴ,エスカルゴ
その正体は綾小路次である、デビュー曲『アゲ〆アゲ〆EVERY支騎士KMIE2Y おにコた: 者,DJ OZMA,DJ OZAWA,DJ OGAWA,DJ OOSHIMA,DJ OZMA
漫画!『!クレヨンしんちゃん』の作者は誰 ?,藤子不二雄,長谷川町子,青山剛昌,昨井儀人,昨井儀人
一般的な「Vサイン」で、立てている2本の指は、人差し指と何指 ?,小指,薬指,中指,親指,中指
次のうち、映画 『天空の城ラピュタタ』に登場する減びの呪文はどれ ?,ハラフス,バルス,タコス,カラス,バルス
石炭を高温で加熱分解するとできる、黒色の油状の液体は何 ?,コーンウォール,コールタール,コートダジュール,コートジボワール,コールタール
シテ島やサンテルイ島などの島が浮かぶ、フランス・パリを流れる有川|は回角,セーヌ有川,メコン川|,ハドソン有川,ラブプラタ川,セーヌ有川
次のうち、テニスのスコアにないものはどれ2?,40,60,30,15,60
NHK連続テレビ小説 『純と愛』に主演したのは誰?2     -,春朱,夏楽,冬楽,秋和楽,夏楽
ある天体のような形をしていることから名がついた、大型の単細胞生物は何 ?,イマチヅキモ,タチマチヅキモ,フシマチヅキモ,ミカヅツキモ,ミカヅツキモ
アラビア邊島北西部にある湖で、塩分濃度が非常に高く、人が浮くことで知られるのは何 ?,死海,生海,老海,病海,死海
2014年に発売された『NBA 2K15』はどんなスポーツのゲーム ?2,バスケットボール,アメリカンフットボール,野球,アイスホッケー,バスケットボール
高校野球で、監督のメッセージをグラウンド内の選手に伝える役目の控え選手を何という?,伝説,伝染,伝授,伝令,伝令
次のうち、「いなり寿司」や「きつねうどん」に欠かせない具はどれ 2?,油あげ,えび天,大かす,かまぼこ,油あげ
回上E<電月ME:<もッにちず24れ ?,2,3,4,],]
テニスのラケットに張られる網を指す言葉はどれ?,ナット,ラット,ガット,バット,ガット
世界一深い海溝は?,マリアナ海溝,アリューシャン海溝,日本海溝,小笠原海溝,マリアナ海溝
次のうち、「テツトモ」と略されるお笑いコンビはどれ?,テツwithトモ,テツofトモ,テツandトモ,テツorトモ,テツandトモ
自動車につける初心者マーク「若葉マーク」は、 左右で何色と何色に塗り分けられている ?,黄色と緑色,白色と黒色,水色と茶色,赤色と青色,黄色と緑色
次のうち、スキージャンプ競技で「助走路」 を表す言葉はどれ ?,テクニック,ラブコール,アタック,アプローチ,アプローチ
NHK連続テレビ小説の、午前の放送開始時刻は何時 ?,6時,7時,8時,9時,8時
パルテノン還殿など数多くの古代遺跡が残る、ギリシャの都市はどこ ?,ロンドン,北京,アテネ,シドニー,アテネ
ふんや硝を残す、爪あとをつけるなどの方法により、動物が自分の縄張りを示す行為を何という?,テービピング,カーリング,マーキング,ツーリング,マーキング
AQUA、ラクティス、プリウスといった自動車を製造している会和盾はどご2,トヨタ自動車,日産目動車,三菱自動車,スズキ,トヨタ自動車
ーー  『ごくせん』『スクール支ウォーズ』『タッチ』で共通して舞台となっ-てるのはとこ?,大学,小学校,高等学校,中学校,高等学校
俗にデンキクラゲとも呼ばれる「〇〇OO〇ノエボシ」。〇〇〇は何 ?,カツオ,イルカ,マグロ,クジラ,カツオ
物体が持つ、「位置エネルギー」と「運動エネルギー」の和のことを何という2,力学的エネルギー,構造化学的エネルギー,電磁気学的エネルギー,波動学的エネルギー,力学的エネルギー
テレビ朝日のドラマ『ドクターX』」シリーズで、主な舞台となっている序説は何 ?,病院,市役所,書祭者,裁剤所,病院
プロ野球で、「ピッチャーが炎上した」といえば、次のうちどんな状態のこと2?,本塁打を打った,0点で抑えた,けがで登板できなかった,大量に点を取られた,大量に点を取られた
