暴風・暴風婦・大雨・大雪などの種直がある、和気象庁の予報を何という?,理系,"に<ネーコ
嘱中",千備,警戒,警報,警報
天体や宇宙を研究する学問を何といちら,理系,天文学,天化学,天経済学,天物理学,天文学
海洋研究開発機構の「しんかい(21010層8和とると 20。村2の::コクルン/,理系,潜水艦,砕氷船,捕鯨船,巡洋艦,潜水艦
「電気」「レーザー」などの種類がある、手術や解剖に使う小刀を何という ?,理系,メス,オス,キス,マス,メス
日本で、「冬至」があるのは何月 ?,理系,3月,12月,6月,9月,12月
食器などに利用される、ガラス質の畑薬を塗り、焼き上げた金属を何という ?,理系,ホイーロー,ホコーロー,ホーロー,ホイコーロー,ホーロー
酸性の液体とアルカリ性の液体が反応して、打ち消し人台うことを何という?,理系,大和,小和,高和,中和,中和
糖尿病や肥満など、普段の生活スタイルに起因する病気を何という3?,理系,生活加慣病,ライフサイクル病,ストレス病,日常生活病,生活加慣病
「パスカル」や「アール」の頭について10の2乗を表す、記号「h」の単位は何 ?,理系,"me
Pe",ヘクト,テシ,キロ,ヘクト
三角形の内角の和ほにはいくつ?,理系,60度,360度,90度,180度,180度
次のうち、ノーベル賞にある部門はとれ?,理系,力学党,地学賞,化学買,工学賞,化学買
和名を「三色スミレ」という、ガーデニングでもおなじみの花は何 ?,理系,ウドンジー,"バジ
ソ/",ゴハンジー,パンジー,パンジー
物質を飲み込む「ブラックホール」に対し、物質を放出するとされる仮想の存在を何という?,理系,ブルーホール,ホワイトホール,レッドホール,イエローホール,ホワイトホール
「省星」ともいう、原則として星座を構成する星の中で最も明るい星は回角,理系,Q星,Y是,6星,B旦,Q星
古くから「暴れると地震が起こる」と伝えられる、ヒゲが生えた淡水魚は何 ?,理系,マンボウ,アンコウ,シーラカンス,ナマズ,ナマズ
質量中心ともいう、物体にはたらく重力の中心となる点を何という3?,理系,外心,重心,垂心,内心,重心
出血量の多い手術などで、他の健康な人の血液を患者に注入することを何という3?,理系,漁血,吐血,団血,只血,団血
女土バチとなる幼虫を痛てるために働きさバチが分泌する栄養物質を何という ?,理系,ローヤルゼリー,ローヤルプリン,ローヤルヨーグルト,ローヤルケーキ,ローヤルゼリー
兵庫県の県の島になっている、西洋では赤ちゃんを連んでくるとされる島は何 ?,理系,コウノトリ,アホウドリ,キヌバネドリ,ヒクイドリ,コウノトリ
ガンジス川、揚子江、アマゾン川などに生息する、淡水にすむクジラの仲間は何 ?,理系,ソライルカ,カワイルカ,ウチュウイルカ,ヤマイルカ,カワイルカ
古代エジプトでは「牟の使者」といわれ、世界一長い川から名づけられたワニの仲間は何 ?,理系,ザンベジワニ,ナイルワニ,ニジェールワニ,コンゴワニ,ナイルワニ
パソコンの表計算ソフトで、「セル」といえは次のうち何のこと 3?,理系,表のマス目,グラフ,計算の手順,丸や三角などの図形,表のマス目
症状から「恐水病」とも呼ばれる、ウィルス性の感染症は何 ?,理系,狂犬病,狂猫病,狂牛病,狂魚病,狂犬病
多くの方向からX線を当て、体の断面を画像化するコンピュータ断層撮京をして何という2?,理系,ATスキャン,CTスキャン,BTスキャン,DTスキャン,CTスキャン
「AU」とされる、天文学で用いられる長さの単位は何2,理系,星座単位,地球単位,力学単位,天文単位,天文単位
別名を「フクロアナグマ」という、タスマニア島に存在する有袋類は回角,理系,タスマニアデビル,タスマニアダブル,タスマニアバブル,タスマニアバベル,タスマニアデビル
星の等級で、1等星、2等星、3等星といった時、これらの違いは何によるもの ?,理系,是の明るさ,星の方角,星の成分,星の近さ,是の明るさ
ガラスのような光沢がある、顔料とワニスを混ぜ合わせた塗料を「何ペイント」という?,理系,キャラメル,エナメル,ロンメル,カラメル,エナメル
次のうち、分数において横棒の上と下に書かれている数の名前の正しい組み合わせはどれ2?,理系,分母と分子,分兄と分況,分館と分人孫,分姉と分妹,分母と分子
日本で「台風」と呼ばれるものは、次のうち、何が発達したもの ?2,理系,乾燥帯低気圧,熱帯低気圧,柱帯低気圧,冷帯低気圧,熱帯低気圧
次の古代の生き物のうち、空を飛んだのはとどれ?,理系,合意,海竜,"恐音
[ば =)",異電,異電
線で書かれた図形を、同じ線を2回以上通ることなく書くことを何という?,理系,五筆書き,七筆書き,三筆書き,一健書き,一健書き
方位磁石のN極が指し示す場所はどこ 2,理系,北極,太陽,地球の中心,月,北極
正六角形に三本の線を引いた図形で表される、簡単な構造の有機化合物は何 ?,理系,カンゼン,シンゼン,ゼンゼン,ベンゼン,ベンゼン
アヒルとカモの交配で生まれた、田んほぼの害虫を食べてくれる水鳥は回角,理系,アイガモ,エムガモ,エヌガモ,エルガモ,アイガモ
防腐処理によって、生きた状態と同じ姿のまま保存した動物の標本を何という2,理系,はく製,まく製,らく製,やく製,はく製
KStひ】s GO二ルンルクアカンルン4当たるのはどれ?,理系,"虹彩
ン",下紳経,網膜,水晶体,水晶体
ノーベルが富を築くきっかけになった爆薬は何 ?,理系,ダイナマイト,セムテックス,TNT,C-4,ダイナマイト
映画などでもおなじみの、膜状の細で空を飛んでいたとされる、 白亜紀に生息した恐竜は何 2,理系,メガロドン,プテラノドン,イグアノドン,ディメトロドン,プテラノドン
_ 「発光〇OO〇〇オード」と「〇〇〇オキシン」の〇〇〇に共通する言葉は回角,理系,モノ,トリ,ポリ,ダイ,ダイ
"400字詰めの原稿用紙で、1行が20文字の場合
台、全  [
部で何行ある ?2",理系,20行,10行,30行,40行,20行
化学で、BTB溶液やフェノールフタレインのような試抹のことを総称して指す用語は何 ?,理系,命令薬,指令薬,指図薬,"指示
示楽","指示
示楽"
電気製品を使用していない間にも常に消費される電力は何?,理系,大気電力,際旗電力,堆起電力,待機電力,待機電力
ーー 「OOOのゴリズム」「〇〇ののジェブラ」「〇〇〇コール」の〇〇〇に共通する言葉は何 ?,理系,バツ,ナシ,アル,マル,アル
正式名称を「流行性耳下腺炎」という、子どもがかかりやすい病気は回角,理系,おたふくかぜ,はんにゃかぜ,ひょっとこかぜ,おかめかぜ,おたふくかぜ
次のうち、コンピュータで画面上のカーソルを動かすのに用いられる如具はどれ?,理系,モルモット,マワウス,チンチラ,ハムスター,マワウス
日本にも多く分布しているアカガエル科のカエルは次のうちどれ3?,理系,トノサマガエル,ヘイタイガエル,コウテイガエル,ショウグンガエル,トノサマガエル
0ルYKの7Aもんルコ三23: 幸人1:立てたパソコンを「〇〇〇パソコン」という。〇〇〇は何 ?,理系,耕作,与作,多作,目作,目作
"生物が、卵の殻を破って出てくることを、普j
樹退、 何という ?",理系,ヽ か,あか,すか,わか,ヽ か
ABO式血液型で使われる4つの皿液型とは、A型、B型、O型と何型 2,理系,BO型,ABO型,AB型,AO型,AB型
貝殻を背負うことで体を守っているbsのちたる円7,理系,サンゴ,アメフフラン,イソギンチャク,ヤドカリ,ヤドカリ
動物の肪のタンパク質を、酵素を加えて分離、凝固、発酎させたものを何という3?,理系,ジャムおじさん,チーズ,アンパンマン,バタ子さん,チーズ
ホタルの発光器は、次のうち、普通どこにある2,理系,とレ|,触角,おなか,目,おなか
「弁慶の泣き所」という別名もある、人の体の一部はどこ ?,理系,腹 (はら),腔 (すね),股 (また),肘 (ひじ),腔 (すね)
生糸はカイコガの旧から作られますが、カイコガの餌はどれ2?,理系,漆,"ーー
穴",聞,に,に
お腹のなかの赤ちゃんと母親とをつなぐひも状の部分を何という ?2,理系,へそのい,へそのう,へそのお,へそのあ,へそのお
体の部分の「アキレス腫」があるのは、次のうちどのあたり ?,理系,膝のあたり,かかとの上あたり,笑の付け根あたり,腕の付け根あたり,かかとの上あたり
次のうち、実際にある化はどれ ?,理系,ソレンンス,カナシンス,ウレシンス,ヒヤシンス,ヒヤシンス
"医学用語で、「
、「!オペ
ぺ」といえば何のこと2",理系,自宅療法,リハビリ,退院,手術,手術
主に温室で育てる、薄緑色で甘い実をつける、つる性の植物といえば回角,理系,メロン,イチゴ,ブルーハワイ,レモン,メロン
Iaにゴム32にアグん:ゴf/9才人ヨuic!た、NASAの月探査計画は何 ?,理系,アポロ計画,アルテミス計画,マルス計画,ジュピター計画,アポロ計画
次のうち、木材を食害することでおなじみの昆虫はどれ 2,理系,シロアリ,アカアリ,アオアリ,クロアリ,シロアリ
次のうち、発見した医師の名前が付けらた、和乳幼児にみられる病気はどれ?,理系,邊根病,湘南病,川崎病,横浜病,川崎病
