Q,Category,K1,K2,K3,K4,A
「百万ドルの陰謀』といえば、何というアニメの劇場版作品のサブタイトル 2,アニメゲーム,ドラえもん,ドラゴンボールZ,クレヨンしんちゃん,シティーハンター,シティーハンター
次のうち、漫画 『!テニスの王子様』の主人公の天才テニスプレーヤーはとれ?,アニメゲーム,陸前リョーマ,豊前リョーマ,備前リョーマ,越前リョヨーマ,越前リョヨーマ
ウルトラマンが胸につけているカラータイマー。エネルギーが少なくなるととどうなる?,アニメゲーム,点滅する,爆発する,煙が出る,割れる,点滅する
次のうち、高橋留美子の漫画のタイトルにあるのはどれ2?,アニメゲーム,馬夜叉,牛夜叉,独夜叉,犬夜叉,犬夜叉
イギリスのウィルバート・オードリーの絵本を原作とした人気人形劇は「何トーマス』 ?,アニメゲーム,さやゃくせん,さかんしゃ,ひこうきさ,へ り こぶた一,さかんしゃ
タツノコプロのアニメタイトルで、「ヤッター』『ゼンダ』『オタスケ』の後に共通する単語は何 ?,アニメゲーム,ライダー,ファイブ,ジャー,マン,マン
松山せいじの漫画『ゆりてつ』の舞台となっている高校は何高校 ?,アニメゲーム,sp賠女学院,桜華学園,百合ヶ喘女子高校,松岡女子高校,百合ヶ喘女子高校
次のうち、アニメ声優ではないのは誰?,アニメゲーム,山寺宏一,宮崎駿,秘田智和,紳谷明,宮崎駿
次のうち、「すれちがい通信」という機能が搭載されているゲーム機はとれ?,アニメゲーム,WiiU,ゲームキューブ,ニンテンドー3DS,ゲームボーイアドバンス,ニンテンドー3DS
古志木島の診療医・五島健助を主人公とする、山田貴敏の漫画は何 ?,アニメゲーム,黄皆流星群,Drコトー診療所,三丁目の夕日,深夜食写,Drコトー診療所
永井豪の漫画 『ハレンチ学園」に登場する教師で、実際にいたのは次のうちとれ?,アニメゲーム,マユゲゴジラ,フケゴジラ,ヒゲゴジラ,ハナゴジラ,ヒゲゴジラ
清飯幽助が主人公の、富梗義博の漫画は何 ?              「,アニメゲーム,HUNTERxHUNTER,レベルE,幽交遊広昌書,てんで性悪キューピッド,幽交遊広昌書
ファミコンの1コン、2コンといったときの「コン」 って何の略 ?,アニメゲーム,コンプライアンス,コンピュータ,コンディショナー,コントローラー,コントローラー
次のうち、『週刊少年ジャンプ」連載の藤本タツキの漫画はどれ?,アニメゲーム,ハンマーマン,チェンソゾソーマン,ヘルメットマン,ドリルマン,ハンマーマン
音楽ゲームではないものはどれ ?,アニメゲーム,DOD T ImUSIC,beatmania IIDX,BASEBALL HEROES,jubeat,BASEBALL HEROES
雑誌 『りぼん』連載のいしかわえみのホラー漫画のタイトルは『何学級』 ?,アニメゲーム,絶食学級,,絶頂学級,絶叫学級,絶叫学級
入江君人のライトノベルを原作としたアニメ作品。 『御さまのいない何』 ?,アニメゲーム,月曜日,水曜日,火曜日,日曜日,日曜日
北海道札幌市を凶台にした河原和音の漫画作品『〇OO〇〇デビュー』。〇)〇つつは ?,アニメゲーム,高校,中学,小学,大学,高校
次のうち、『地獄遊園殺人事件』 というサブタイトルのゲームが発売された漫画はどれ?,アニメゲーム,おそ松くん,金田一少年の事件簿,進撃の巨人,とっとこハム太郎,金田一少年の事件簿
2015年に劇場版『The SchoolldolMovie」 が公開されたアニメは何 ?,アニメゲーム,,色の欠片,ラブライブ !,殿といっしょ,ラブライブ !
にン胡ツーミアウルョアル あッシゴ:攻Gy/攻のたび映画化されているカプコンのゲームは何 ?,アニメゲーム,ロックマン,デビルメイクライ,ブレスオブファイア,バイオハザード,バイオハザード
アニメ『手け ! ユーフォニアム」で、舞台となっている部活は何部 ?,アニメゲーム,家庭科部,放送部,合唱部,吹奏楽部,吹奏楽部
次の漫画のうち、舞台が日本ではない作品はどれ ?,アニメゲーム,王妃マルゴ,ナース・ステーション,研修医なな子,裁きの家,王妃マルゴ
アニメ化もされた、お菓子「チョコボール」のマスコットキャラクターは何 ?,アニメゲーム,キュロちゃん,キャロロちゃん,キェロロちゃん,キョロロちゃん,キョロロちゃん
2003年から2012年まで開催されていた「闘劇」とは、どんなジャンルのゲーム大会 ?,アニメゲーム,格闘ゲーム,音楽ゲーム,シューティングゲーム,落ち物パズルゲーム,格闘ゲーム
手塚治虫の漫画『ジャングル大帝」の主人公、レオの体の色は何色?,アニメゲーム,赤色,黒色,白色,黄色,白色
『地球の運動について』という副題カつけられている、魚豊の漫画は次の>ちとれ?,アニメゲーム,テ。,ツ,ナ。,ダ。,ナ。
「ちひまる子ちゃん』で、主人公のまる子と暮らす得父の名前は何 ?,アニメゲーム,さくら勘蔵,さくら源蔵,さくら新大,さくら友蔵,さくら友蔵
荒川弘の漫画『銀の蓄』の副題『C)〇つ〇つSpoon』。〇〇〇は何 ?,アニメゲーム,Silver,BronZe,Platina,Gold,Silver
アーケードゲーム『バーチャアスリート』はどんなスポーツを題材にしたもの?,アニメゲーム,バスケットボール,水泳,サッカー,陸上,陸上
次のうち、遊園地を舞台とするアニメはどれ2?2,アニメゲーム,境界の彼方,娘け!ユーフォニアム,たまこまーけっと,甘城ブリリアントパーク,甘城ブリリアントパーク
漫画『キン肉マン』で描かれている、超人の世界一を決める大会は回角,アニメゲーム,超人ワールドカップ,超人人オリンピック,超人ユニバーシアード,超人ウォーズ,超人人オリンピック
映画『アラジン』に登場するランプの精、ジーニーの体の色は何色 ?,アニメゲーム,赤色,青色,緑色,日色,赤色
略して「ベルばら」と呼ばれる池田理代子の漫画は何2,アニメゲーム,ベルサイユのばら,栄光のナポレオン,オルフェウスの窓,おにいさまへ.…,ベルサイユのばら
『ストリートファイター』や『バーチャファイター』に代表されるゲームジャンルは「何ゲーム」 2,アニメゲーム,音楽ゲーム,対戦型格闘ゲーム,アドベンチャーゲーム,アクションパズルゲーム,対戦型格闘ゲーム
ゲーム『艦これ』の「これ」とは何の略 ?      -,アニメゲーム,これすてろ一る,これくとこ一る,これおぐ らふあー,これくしょん,これくしょん
PSPのゲーム『幕末Rock」 の舞台となっている国はどこ?2,アニメゲーム,タイ,中国,日本,韓国,日本
アニメ『機動戦士ガンダム』の主人公、アムロのフルネームは「アム口・何」 ?,アニメゲーム,ライ,ルイ,ロイ,レイ,レイ
アニメ『ルパン三世』で、和石川五エ語めのり』【のとHEとる幅7,アニメゲーム,蛇腹剣,七星剣,斬鉄剣,振動合,斬鉄剣
アニメ『みなしごハッチ』で、主人公ハッチは誰を探して旅に出る ?,アニメゲーム,妹,母,姉,父,母
アートディンクが発売した鉄道会計を経営しながら街を発展させるゲームは【『何列車で行こう』 ?,アニメゲーム,C列車で行こう,A列車で行こう,B列車で行こう,D列車で行こう,A列車で行こう
次のうち、実際に放送された『仮面ライダー』シリーズの作品はどれ ?,アニメゲーム,仮面ライダーオーズ,仮面ライダーボーズ,仮面ライダーローズ,仮面ライダーノーズ,仮面ライダーオーズ
ティズニーのアニメ映画で、ヒロインが魔女から毒リンゴを食べさせられたのは誰 ?,アニメゲーム,ビピーター・パン,美女と野獣,101匹わんちゃん,白雪姫,白雪姫
ゲームのキャラクターとしても登場した初音ミク。 彼女の髪型は次のうちとれ?,アニメゲーム,ポニーテール,ドレッド,ショートボブ,ツインテール,ツインテール
次のアニメ映画のうち、宮崎駿監督作品ではないものはどれ?,アニメゲーム,エルマーの冒険,紅の豚,魔女の宅急便,天空の城ラピュタ,エルマーの冒険
アニメ『サムライ 7』は、何という映画をアニメ化した作品?,アニメゲーム,七人の侍,維生門,用心棒,生きる,七人の侍
藤子不二雄Aの本名・安孫子素雄の「安孫子」は何と読む2?,アニメゲーム,あだこ,あろこ,あそこ,あびこ,あだこ
アーケードゲーム !スペースインベーダー』。 舞台となっているのは次のうちどれ?,アニメゲーム,砂漠,海底,地底,宇宙,宇宙
"「真実はいつもひとつ!」。この決め台詞カ
pロ バ
はマ』
るフ
は信",アニメゲーム,ドラえもん,ちびまる子ちゃん,名探偵コナン,クレヨンしんちゃん,名探偵コナン
ファミコンゲーム『ナイトムーブ』で使われるのは、次のうちどんなゲームの駒 ?,アニメゲーム,チェス,オセロ,囲碁,,チェス
次のアニメのうち、『週刊少年ジャンプ』連載の漫画を原作とする作品はとどれ?,アニメゲーム,境界のRINNE,食温のソーマ,長門有希ちゃんの消失,怪盗ジョーカー,食温のソーマ
アニメ『ルパン三世』でどんな硬いものでも切れるが、なぜかコンニャクは切れない斬鉄剣の使い手は誰 ?,アニメゲーム,峰不二子,次元大介,石川五工門,ルパン三世,石川五工門
ゲーム会往「大宮ソフト」が本往を置いている都市はどこ?,アニメゲーム,さいたま市,川崎市,千葉市,横浜市,さいたま市
次のナムコのゲームのうち、野球を題材にしたものはどれ2?  「,アニメゲーム,スプラッターハウス,球界道中記,ローリングサンダー,マーベルランド,球界道中記
水谷フーカの漫画『14歳の恋』の主人公・吉川和樹と田中彼方は、次のうちとれ?,アニメゲーム,中学生,小学生,大学生,高校生,中学生
アニメ映画「火垂るの墓」に登場する主人公・清太の妹の名前は?,アニメゲーム,節子,貞子,悦子,久子,節子
家庭用ゲームで一世を風歴した「マリオシンリーズ」において、マリオのビミのと:Iたす,アニメゲーム,ピーコ,ルイージ,クリオ,イルーナ,ルイージ
