江戸時代の書物『葉隠』の有名な一節は「〇〇〇というは、死ぬことと見つけたり」。 〇の〇〇は ?,文系,散歩道,北海道,田舎道,武士首,武士首
県庁所在地を牟戸市に置く、近畿地方の県はどこ ?,文系,和歌山県,兵庫県,奈良県,滋貨県,兵庫県
りんごなどの特産物や、じゃっぱ汁などのグルメで知られる東北の県はとどこ?,文系,秋田県,"圭
青森県",岩手県,編島県,"圭
青森県"
アメリカに実在する州はどれ ?,文系,ニューイギリス州,ニューフランス州,ニューカナダ州,ニューメキシコ州,ニューメキシコ州
ワウくの jpまっ8還=レルド::o間るといえはば、どの意味で使われる ?,文系,スイーツ,趣がある,間違っている,汚い,趣がある
ディケンズの小説『二都〇〇』とトールキンの小説『指輪つOn の〇〇に共通して入る言葉は何 ?,文系,話集,物語,日記,事件薄,物語
キラウエアやマウナケアといった火山があるリゾート地はどこ2?,文系,ラスベガス,ハワイ,コートダジュール,バリ,ハワイ
「レ」や「一・二・三」などの種類がある、漢文を訓読するときの順番を示す記号は何 ?,文系,返り点,返り辺,返り緑,返り面,返り点
日本とロシアの間で領土問題となっている島々のことを何という 2?2,文系,北方領土,南方領土,東方領土,西方領土,北方領土
「物言えは 唇塞し 秋の風」という俳句を詠んだ、江戸時代の俳人は上:壮4,文系,中村曲田男,松尾包焦,山口素堂,種田山頭火,松尾包焦
吉井栄の小説『二十四の睡』で、生徒たちから「小石先生」 と呼ばれる主人公の名前は何 ?,文系,里見美江子,坊山和子,早月葉子,大石久子,大石久子
ガーディア空港といえば、どこの都市にある空港 ?,文系,ロンドン,パリ,ニューヨーク,ベルリン,ニューヨーク
1959年、時命によってフィデル・カストロが上放相に就任した国はどこ?,文系,イギリス,モロッコ,キューバ,モンゴル,キューバ
アルファベット2文字で「GW」と略される、毎年4月下旬から5月上旬にかけての大型連休を何という3?,文系,グランドウィーク,ゴールデンウィーク,グッドウィーク,ゴージャスウィーク,ゴールデンウィーク
画家のゴーギャンが晩年を過ごした、南太邊洋に浮かぶフランス領のリゾート地はどこ?,文系,タヒチ島,レイテ島,キスカ島,アッツ島,タヒチ島
かつて幕府が置かれており、今も多くの寺視が残る「鎌倉市」といえはば、どの都道府県にある ?,文系,千葉県,東京都,埼玉県,碧奈川県,碧奈川県
ローマにある「コロッセオ」とは、円形O〇〇のこと。〇〇〇は何 ?,文系,,,演芸場,闘技場,闘技場
次のうち、「何もしないで傍観する」という意味の言葉はどれ ?,文系,手をあわせる,手をとりあう,手をひろげる,手をこまねく,手をこまねく
「PM2.5」とは、どんな環境問題に関する汚染物質 ?,文系,大気汚染,農地汚染,水質汚染,食物汚染,大気汚染
「PKO」と略される、国連が紛争地域に軍際などを派遣して奏和を保つ活動を何という?,文系,国際原子力機関,国連児童基金,国連和在和維持活動,世界保健機関,国連和在和維持活動
ヴォルフスブルクやデトロイトといえば、どんな産業で有名な都市 ?,文系,紙,ビール,発泡スチロール,自動車,自動車
駐車場でよく見る「P」のマーク。これは何という言葉の略 ?,文系,パス,パーキング,ポート,プレース,パーキング
未吾な人物のことを、ある色を使って「何ニ才」という 3?,文系,紫二才,青二才,白二才,赤ニニ才,青二才
ハチ公像、モヤイ像といえば、どこの駅にある待ち合わせスポット ?,文系,千葉駅,川崎駅,,,千葉駅
名古屋市があるのは何県 ?,文系,奈川県,貴岡県,愛知県,兵庫県,愛知県
「低価格」を意味する「プチプラ」とは、プチ〇〇〇の略。 〇〇OO〇は ?,文系,プライド,プライム,プラトン,プライス,プライド
新聞や雑誌が、他祉を出し抜いて大さなニュースを掲載することを何といつ ?,文系,スポーク,クーペ,スクープ,スパーク,スクープ
チェシャ狐、三月ウサギ、ハートの女王などが登場する、ルイス・キャロルの児童文学は何 2,文系,赤毛のアン,マッチチ売りの少女,不思議の国のアリス,フランダースの犬,不思議の国のアリス
転職を繰り返すなどしていつまでも受を追い続ける人のことを、ある昔話に例えて何症候群という?,文系,赤い鳥症候群,白い鳥症候群,青い鳥症候群,黒い鳥症候群,青い鳥症候群
次のうち、中国で起きた出来事はどれ 2?,文系,寺田屋事件,三億円事件,天安門事件,五・一五事件,寺田屋事件
「金沢藩士猪山家文書」を基にして江戸時代の武士の生活を描いた、磯田道のベストセラーは何 ?,文系,武士の備忘録,武士の通知表,武士の家計簿,武士の日記帳,武士の家計簿
一般住宅の中で、給湯や暖房に必要なエネルギーをすべて電気でまかなうことを何という?,文系,ゴール電化,オール電化,ロール電化,ボール電化,オール電化
お金持ちの家の運転手や料理人などのような、専属で屋われた人を何という ?,文系,おかかえ,おひかえ,おそなえ,おそろえ,おかかえ
落雷を避けるためのお呪いがもとである、何か大きな災難を避けるために唱える言葉は何?,文系,さかさきばらさかきさばら,しまばらしまばら,くわばらくわばら,ぶたばらぶたばら,くわばらくわばら
シャンボポリオンにより解読された、エジプト遠征の際にナポレオンが持ち帰った石碑は何 ?,文系,マーブル・ストーン,ダロット・ストーン,コールド・ストーン,ロゼッタ・ストーン,ロゼッタ・ストーン
ロッテが販売するチョコレートの名上前にもなっている、カカオ豆の生産で有名なアフリカの国はどこ?,文系,コンゴ,ガーナ,ペルー,トーゴ,ガーナ
相手にこびへつらうという意味の言葉「〇〇〇を振る」 。〇〇〇は何 ?,文系,ほっペ,しっぽ,せなか,おしり,しっぽ
アメリカで発行される、外国人のための労働許可証のことを、ある色を使って何という ?,文系,パープルカード,ブラウンカード,グリーンカード,ビピンクカード,グリーンカード
原題を『Anne of Green Gables』 という、カナダの作家・モンゴメリの小説は何?,文系,白髪のアン,金髪のアン,赤毛のアン,林毛のアン,赤毛のアン
マンゴー、シーガイア、東国原英夫から連想される都道府県はどこ ?,文系,宮崎県,,山口県,滋貨県,宮崎県
強欲な金貸しのシャイロックが登場する、シェイクスピアの戯曲は何 ?,文系,ミラノの商人,フィレンツェの商人,ベニスの商人,ローマの商人,ベニスの商人
高速道路を利用する、長距離路線のバスを何という 2?,文系,音速バス,高速バス,急速バス,最速バス,高速バス
月日が経つのは早いもの、という意味のことわざ「〇〇矢のごとし」。CXうに入る言葉は何 ?,文系,朝晩,明暗,白黒,光陰,朝晩
夏の季節に、国の標準時を1時間進める制度を何という ?    「,文系,スプリングタイム,オータムタイム,ウインタダータイム,サマータイム,スプリングタイム
「斎場」といえば、普通どんな儀式を行う場所のこと2?,文系,入古式,成人式,結婚式,葬式,入古式
世論調査などで、「支持する政党がない」と答える有権者を何という ?,文系,無党派層,無糖派層,無頼派居,無印派層,無党派層
小説 『ハリー・ポッター』 シリーズの第4作『ハリー・ポッターと炎の〇つつ〇』。 の〇〇〇びは何 ?,文系,石,ゴブレット,囚人,部屋,ゴブレット
都会で、土地の低い場所にある町のことを、「山の手」に対して何という?,文系,上町,下町,左町,石町,下町
餃子の一大消費地としても有名な、栃木県の県庁所在地はどこ ?,文系,鹿沼市,足利氏,佐野市,宇都宮市,宇都宮市
スペイン語の「男らしい」という意味の言葉に由来する、筋肉質な体弄を指す表現は何?,文系,ガウチョ,カルチョ,マツッツナヨョ,パンチョ,マツッツナヨョ
日本の政令指定都市で、伏見区、山科区、西京区などがあるのは何市 ?,文系,京都市,仙台市,編岡市,熊本市,京都市
次の世界遺産のうち、フランスにあるのはどれ2,文系,ルーブル美術館,ベルン,カルナック福殿,ベローナ,ルーブル美術館
十津川和警部や亀井刑事が活躍するトラベルミステリーで知られる推理作さち: 痢4,文系,赤川次郎,阿刀田高,西村京太郎,京極夏彦,西村京太郎
高尾山、ラーメン、FUNKY MONKEYBABYSから連想される、東京都の市はとどこ?,文系,八王子市,導土子市,四王子市,ニモ了市,八王子市
次のうち、森絵都の小説 『DIVE!の題材となったスポーツはどれ?2,文系,シュノーケリング,,ボートレース,飛び込み,飛び込み
観光名所として知られる箱根がある都道府県はどこ ?2,文系,埼玉県,千葉県,東京都,碧奈川県,碧奈川県
大人1人が1年で消費する米の量とされた単位で、江戸時代に大名の給料を表すのに使われたのは何 ?,文系,土,砂,石,"に
石",石
13世紀初頭にチンギス・ハンが創立した、中央アジアの遊牧国家は何 ?,文系,モンゴル帝国,チベット希国,ネパール錠国,ペルシアプア帝国,モンゴル帝国
章話 『!ピビータパン』」で、ピーターパンがウェンディたちを連れていく夢の国はどこ ?,文系,グリーンランド,メルヘンランド,ファンタジーランド,ネバーランド,ネバーランド
畔入過剰で国内産業が圧迫された場合に行われる緊急畔入制限のことを何という3?,文系,ボールガード,アウトガード,セーフガード,ストライクガード,セーフガード
