Q,Category,K1,K2,K3,K4,A
大相撲で「編取り」の「網」とは何のこと2?    -   」  「,スポーツ,手綱,模綱,綱引き,命綱,手綱
ロゴマークの中央に、一足の赤い潜下が描かれている、メジャーリーグのチームはとこ2?,スポーツ,レッドソックス,ホワイトソックス,ツインズ,アスレチックス,レッドソックス
野球で「代打」を指す言葉「〇COヒッター」。〇〇〇は何 ?,スポーツ,サポート,ネクスト,アディショナル,ビピンチ,ビピンチ
マリンスポーツの「サーフィン」を意味する言葉「〇乗り」。〇は何 ?,スポーツ,風,波,潮,"コ王
エー",風
次の野球の投手の役割のうち、普通、最も早い段階で登板するのはどれ?,スポーツ,抑え,ワンポイントリリーフ,中継ぎ,先発,先発
陸上競技で、スタート直後にダッシュすることを、ある乗り物に例えて何という ?,スポーツ,三輪車スタート,ロケットスタート,ブルドーザースタート,タクシースタート,ロケットスタート
野球場で、ファウルとフェアの両区域を区別するために建てられている棒を何という?,スポーツ,リンゴ,ジョージ,ジョン,ポール,ポール
インテルミラノ、ACミランといえば、どこの国のサッカークラブ ?,スポーツ,ドイツ,イタリア,イギリス,フフンス,イタリア
次のうち、英語で書いたときの字の最初の綴りが「F」でないのはどれ?,スポーツ,フィギュアスケート,フットサル,ビーチバレー,フェンシング,ビーチバレー
カーリングで、ストーンの的となるFを何という?,スポーツ,ハウス,ホーム,ホール,ボックス,ハウス
ゴルフで、ラフや森林の中に打ち込んで紛失してしまったボールを何という?,スポーツ,トリップボール,フライボール,マッドボール,ロストボール,ロストボール
サッカーやアメフトで、攻める方向やボールの所持を決めるために行う行為は次のうちどれ ?,スポーツ,ダーツ,アームレスリング,コイントス,ジャグリング,コイントス
スキージャンプで主流となっている飛び方「〇字ジャンプ」。〇は何 ?,スポーツ,T,,X,V,V
背番号「1985」をつけている、プロ野球・阪年タイガースのキャラクターは何 ?,スポーツ,シャオロン,トラッキー,クラッチ,ジャビット,トラッキー
テニスの得点の数え方。 0、15ときたら次はいくつ2,スポーツ,S0,40,60,30,30
大相撲の本場所の取組ひとつひとつにかけられる、勝った方が総取りする形式の買金を何という ?,スポーツ,払戻金,懸賞,ジャンボ,ロト,懸賞
日本プロサッカーリーグのアルファベットを使った略称は何 ?,スポーツ,Kリーグ,Xリーグ,Nリーグ,Jリーグ,Jリーグ
相撲で行司といえば、どういった役目の人 ?,スポーツ,特定力士への肩入れ,負傷者の手当て,勝負の麟定,配当の調整,勝負の麟定
カーリングで、「ナンバーワン・ストーン」と呼ばれるのは、ハウス内にあるとんなストーン?,スポーツ,最も中心に近いストーン,最も重いストーン,最も高価なストーン,最も大きいストーン,最も中心に近いストーン
ボウリングの10本のピンの配置。上から見るとどんな形 2,スポーツ,六角形,邊行四辺形,円形,三角形,三角形
次のうち、競泳で、選手がかぶっているものはどれ2?,スポーツ,キャップ,ウィッグ,ヘッドギア,ヘルメット,キャップ
約10.5km前後で行われるマラソンを特に何という2,スポーツ,フルマフソン,ウルトラマラソン,ハーフマフソン,クォーターマラソン,クォーターマラソン
ソフトテニスのことを、日本語ではよく「何テニス」という?,スポーツ,儀式テニス,軟式テニス,形式テニス,和式テニス,儀式テニス
野球やサッカーなどで、ある選手の功績をたたえ、今後使用しない背番号のことをを何という ?,スポーツ,悠久欠番,永久欠番,永遠欠番,恒久欠番,永久欠番
武道の「なぎなた」が生まれた国はどこ2?2         -,スポーツ,中国,ネパール,日本,ロンシア,日本
メジャーリーグのチームで、ニューヨークに本拠地を置くのは、ヤンキースととこ?,スポーツ,ロケッツ,ホワイトソックス,メッツ,ブルージェイズ,メッツ
野球の守備位置のうち「外野手」はふつう何人いる 2?    ー,スポーツ,5人,7人,1人,3人,3人
次のうち、バレーボールの「打ちこみ」を指す言葉はどれ2?,スポーツ,バット,ヘルメット,ユニフォーム,スパイク,スパイク
JリーグクラブのFC東京の本拠地でもある、東京都調布市に存在するスタジアムは何 ?,スポーツ,ソーススタジアム,味の素スタジアム,塩スタジアム,普油スタジアム,味の素スタジアム
プロレスやキックボクシングで、相手を蹴る攻撃法を何という ?,スポーツ,マック,ラック,バック,キック,キック
大相撲の本場所、取組力士への場内アナウンスで紹介されるものは次のうちとれ?,スポーツ,年齢,出身地,血液型,好きな食べ物,出身地
柔道で、三角絞、裸絞、袖車絞といえばいずれも何技 ?,スポーツ,当て身技,投げ技,絞め技,関節技,絞め技
ワウのわる28計284:だゴル記記=に付けられた愛称はどれ ?,スポーツ,モーさま,ワンちゃん,ブーくん,ニャンさん,ワンちゃん
大相撲の「星取表」といえば、力土の何を表示する表 ?,スポーツ,年齢,体重,買金,勝敗,勝敗
パラセール、パラグライダーなどの「パラ」とは何の略 ?2,スポーツ,パラドックス,バパラダイス,パラノイア,バパラシュート,バパラシュート
剣道の防具で、太ももの周りを保護まこも311とたく円7    「,スポーツ,たれ,だし,つゆ,みそ,たれ
スペル・テデテルフィンによって旗揚げされた、コメディ色の強い試合で知られるプロレス団体は何 ?,スポーツ,忠岡プロレス,名古屋プロレス,大阪プロレス,札幌プロレス,大阪プロレス
野球のカウント表示でBで表記されとをの】ちて,スポーツ,ボーイ,ブルー,ブラック,ボール,ボール
ボウリングで、レーンの両脇にある溝にボールが落ちることを何という?,スポーツ,スペア,ストライク,ターキー,ガター,ガター
アメリカンフットボールのポジション、ハーフバックの略称はどれ?,スポーツ,RB,CB,HB,FB,HB
男子の車いすテニスで、史上初めてグランドスラムを達成した選手は上:壮4,スポーツ,氏織圭,成田真由美,上地結衣,国枝慎吾,国枝慎吾
サバイバルゲームで、飛んできた弾に当たることを何という2?,スポーツ,ヒット,バット,キット,ミット,ヒット
メジャーのアメリカンリーグの球団名にあるものはどれ2?,スポーツ,レンジャーズ,チャレンジャーズ,ゴレンジャーズ,アベンジャーズ,レンジャーズ
サッカーで、 「トップ下」といえば、FWのすぐ後ろに位置するどのポジションを指す言葉 ?,スポーツ,レフェリー,ディフェンダー,ゴールキーパー,ミッドフィルダー,ミッドフィルダー
"ボウリングで、10フレームすべてスペアだ
こった場合
ココヽ  点数
は最高で何
ロ 串になる?",スポーツ,1900点,19000点,19点,190点,190点
次のうち、「ラガーマン」と呼ばれる選手が活躍するスポーツはどれ?,スポーツ,剣道,キンボール,アルティイメット,ラグビー,ラグビー
野球の守備番号。7番が表すのはどのボポジション ?,スポーツ,ファースト,サード,レフト,ピッチャー,レフト
次のプロ野球球団のうち、本拠地が最も北にあるのはどこ ?,スポーツ,楽天,巨人,中日,西武,楽天
スポーツなどで使われる言葉「ノーカン」。 「カン」は何の略 ?,スポーツ,カウント,ピーカン,カンフル,キャンセル,カウント
次のうち、バドミントンを表す言葉はどれ2?,スポーツ,送球,蹴球,物球,庭球,物球
ポロは1チーム4人ですが、ウォーターボロロは1チーム何人 ?,スポーツ,13人,10人,16人,7人,7人
スポーツなどで使われる言葉「ノーペナ」。略されている言葉は何 ?,スポーツ,ルティ,ッシュ,ンセル,ーラフン,ルティ
ゴルフなどで、勝負に勝つために積極的なプレーをすることを「何をかける」という2?,スポーツ,チャージ,チャーナ,チナチャーハン,チャーター,チャージ
